U_ssim_grey,0.82785,0.834465,0.833723,0.867297,0.858773,0.868461,0.873288,0.873627,0.905995,0.886883,0.902191,0.922051,0.93372,0.946212,0.947733,0.923102,0.938332,0.934807,0.943377,0.949356,0.817355,0.855458,0.887668,0.917878,0.903254,0.88909,0.896485,0.886856,0.878079,0.872408,0.919709,0.948971,0.906581,0.952525,0.951939
U_ssim_multi_channel,0.75995,0.714332,0.737161,0.77155,0.781394,0.811474,0.802254,0.796129,0.808856,0.813519,0.879846,0.903574,0.886332,0.905945,0.906394,0.893688,0.8885,0.875635,0.903196,0.920316,0.826656,0.853645,0.829764,0.849002,0.828782,0.881951,0.895479,0.864668,0.863458,0.863523,0.910434,0.912153,0.893749,0.940263,0.932173
U_psnr,11.02017,8.98711,11.04894,12.33813,12.49888,13.30034,13.26716,13.58858,13.65879,14.34575,17.1173,19.47517,17.7312,19.39442,19.76997,17.72548,16.33348,15.27187,18.84499,19.393,13.44929,15.0302,14.89748,14.77467,12.52805,16.35878,17.37839,13.89046,13.90527,13.89073,19.0884,19.12499,16.73466,21.21056,20.14426
U_mse_grey,2808.543,3026.6,2188.799,1622.413,1811.205,1697.197,1630.056,1456.686,912.981,1208.458,887.77,519.6,480.228,353.536,333.886,607.239,586.321,587.681,397.802,300.124,2489.05,1782.906,1004.085,667.904,913.856,1145.982,986.275,1464.736,1589.932,1629.282,486.225,220.895,741.243,276.321,287.192
C_XY_ssim_grey,0.890886,0.913948,0.916776,0.928753,0.755956,0.803264,0.873781,0.836712,0.864627,0.87877,0.851732,0.893999,0.767531,0.63902
C_XY_ssim_multi_channel,0.885146,0.900103,0.892372,0.91606,0.757062,0.772467,0.804604,0.807897,0.823172,0.834699,0.799085,0.794075,0.760415,0.689571
C_XY_psnr,14.03438,15.29759,13.05916,19.53894,9.73515,10.23338,12.26852,11.07083,16.32922,16.5201,17.29411,16.19749,10.09792,8.46535
C_XY_mse_grey,2735.673,1614.071,367.946,464.136,6846.684,4351.289,2503.62,3435.793,630.808,529.194,490.252,303.784,4461.261,9796.89
P_XY_ssim_grey,0.992818,0.995904,0.997082,0.9793,0.983698,0.985721,0.886496,0.942591,0.986112,0.985588,0.972797,0.970503,0.985723,0.98306
P_XY_ssim_multi_channel,0.97236,0.983037,0.991678,0.962068,0.970444,0.959416,0.854314,0.926298,0.96092,0.960409,0.886413,0.901035,0.942513,0.941564
P_XY_psnr,23.15377,26.44525,33.07443,20.23306,26.83279,23.03849,11.38641,15.84347,25.41353,25.12008,14.64691,16.45182,21.31193,20.99547
P_XY_mse_grey,118.601,93.876,23.163,251.667,71.57,136.159,3496.913,1816.383,69.905,74.283,313.661,439.059,219.764,180.44
C_ssim_grey,0.867229,0.875822,0.904472,0.911661,0.91908,0.806813,0.820542,0.822336,0.842975,0.86384,0.853828,0.911318,0.954548,0.967108,0.968027,0.913982,0.92612,0.937153,0.950396,0.949111,0.889925,0.878745,0.882017,0.896512,0.894296,0.899698,0.879997,0.894986,0.909919,0.911808,0.940375,0.945027,0.964187,0.968636,0.970289
C_ssim_multi_channel,0.884223,0.891096,0.926506,0.931284,0.935671,0.830552,0.843653,0.858742,0.870962,0.879962,0.880385,0.913078,0.947445,0.961561,0.96365,0.928745,0.939622,0.946566,0.951315,0.952256,0.895859,0.888388,0.893883,0.911534,0.913005,0.917612,0.914251,0.921352,0.929129,0.933327,0.948614,0.954365,0.966104,0.971151,0.974045
C_psnr,15.2629,16.55585,17.55352,18.33601,18.95545,11.78711,12.20826,12.28802,12.80222,13.14263,16.23824,18.66948,20.55673,22.2335,22.43241,18.38975,18.97973,20.51639,22.06744,22.04347,17.33892,16.9015,16.72995,16.8677,16.96589,17.74115,17.11403,17.39951,18.35764,18.51883,21.73031,22.06248,23.35395,24.04688,24.86973
C_mse_grey,1337.228,1125.554,875.815,743.7,637.575,2588.865,2092.397,2107.29,1761.259,1588.219,1147.321,465.812,295.847,233.654,229.29,592.983,509.385,327.069,196.474,209.274,704.159,568.169,414.444,323.842,375.466,654.214,805.781,628.311,495.576,460.984,318.55,210.286,134.185,140.38,131.763


U_ssim_grey_statistic,0.952525,0.817355,0.898729,0.902191
U_ssim_multi_channel_statistic,0.940263,0.714332,0.85445,0.864668
U_psnr_statistic,21.21056,8.98711,15.643341,15.0302
U_mse_grey_statistic,3026.6,220.895,1117.228829,913.856
C_XY_ssim_grey_statistic,0.928753,0.63902,0.843982,0.869204
C_XY_ssim_multi_channel_statistic,0.91606,0.689571,0.816909,0.80625
C_XY_psnr_statistic,19.53894,8.46535,13.581581,13.54677
C_XY_mse_grey_statistic,9796.89,303.784,2752.242929,2058.8455
P_XY_ssim_grey_statistic,0.997082,0.886496,0.974814,0.984643
P_XY_ssim_multi_channel_statistic,0.991678,0.854314,0.943748,0.959912
P_XY_psnr_statistic,33.07443,11.38641,21.710529,22.17521
P_XY_mse_grey_statistic,3496.913,23.163,521.817429,158.2995
C_ssim_grey_statistic,0.970289,0.806813,0.905508,0.909919
C_ssim_multi_channel_statistic,0.974045,0.830552,0.91914,0.926506
C_psnr_statistic,24.86973,11.78711,18.314788,18.33601
C_mse_grey_statistic,2588.865,131.763,726.603457,509.385
